[2019-07-22 15:54:15] main.ERROR: Error: Application is not installed yet.  [] []
[2019-07-24 13:55:22] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 13:55:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/dashboard/index/key/68a09cc14baee71917c43ef5b67fcb3334a4d33029620c6b7f5fdf16b2bf5a4c/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 13:55:53] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 13:58:55] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 13:59:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:31:25] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:31:38] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:33:47] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:34:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:34:33] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/mui/index/render/key/c7683327b2b463226e00d83d48d83a2272958f6217be1ae1ff6d02f47cd2492f/?namespace=notification_area&sorting%5Bfield%5D=created_at&sorting%5Bdirection%5D=asc&isAjax=true","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:35:36] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:35:49] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:36:58] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:37:11] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:41:36] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:41:49] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:42:53] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-24 14:43:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 08:30:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 08:31:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/mui/index/render/key/fa9dd6f1a87e7d1bf5da9678843c6d282fa70723790316fa058e0044a9774e3e/?namespace=product_listing&filters%5Bplaceholder%5D=true&paging%5BpageSize%5D=20&paging%5Bcurrent%5D=1&search=&sorting%5Bfield%5D=entity_id&sorting%5Bdirection%5D=asc&isAjax=true","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 08:31:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/mui/index/render/key/fa9dd6f1a87e7d1bf5da9678843c6d282fa70723790316fa058e0044a9774e3e/?namespace=notification_area&sorting%5Bfield%5D=created_at&sorting%5Bdirection%5D=asc&isAjax=true","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 08:31:33] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/catalog/product/index/key/a3261cbfbac58f96463b79563f0b5d799d53a5a72625d997267996a1024b4775/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 08:31:37] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/shop","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 10:03:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 10:07:19] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/nwdthemes_revslider/gallery/index/type/image/key/76e64bbc0cc57060aefcdb051c7e5456230c93d16a8c1f51cdb662f2f85456bf/?isAjax=true","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 10:11:50] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 10:17:50] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/eliferous-about-us","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 13:37:50] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 13:41:43] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/shop?pfbpam=4","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 13:41:44] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/catalog/product/index/key/946f38d9164b6870693f755af16096983cfc680841a08581bc7e0c0918092cdc/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-25 13:41:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/sho","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-27 11:01:48] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-27 11:04:50] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/eliferous/admin123/cms/block/save/key/61399cb2d3bb2ba0f0d16fe7227ee76374c46e18e7352d53d76a2d86b8ceb2cb/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:02:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:02:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:31:25] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:31:47] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:32:21] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:36:16] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:36:37] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:42:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:44:08] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:44:29] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:45:42] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 11:46:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 12:13:38] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-29 12:14:03] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/143976b1f97df58700ba575ecfcebf9a0778a4ab3214a8901701b4673a3eadae/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:09:38] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:10:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:12:31] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:12:52] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:14:07] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:14:24] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:16:11] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:16:28] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:32:43] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:33:02] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:35:18] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:35:41] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:41:02] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:41:31] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:49:09] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 05:49:32] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 06:16:21] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 06:17:17] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 06:22:31] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 06:23:06] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 07:36:35] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 07:36:55] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 08:11:35] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 08:11:53] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/admin/cache/index/key/a4ed3b4c61f3b01fc1431801ec8ca3ca98e585563a5faee25f486fd3fba17f81/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 12:06:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 12:06:54] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/indexer/indexer/list/key/ffeb04336df766b4f0333f0c06fbe78f4afd797635057653b5fbdc28e7e93448/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 13:26:51] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 13:27:19] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 13:27:20] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/admin123/mui/index/render/key/22c4af7e41d2dee6c610067d2f9063d82ba7d3cffbeabd268839c44facbfdcc7/?namespace=notification_area&sorting%5Bfield%5D=created_at&sorting%5Bdirection%5D=asc&isAjax=true","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 13:31:30] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
[2019-07-30 13:31:44] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/eliferous/","invalidateInfo":{"tags":["interception","CONFIG"],"mode":"matchingTag"}} []
