sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
EE026,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The Abstract Orb Earring, Triangular shape earrings has dangle mesh ball features  crystal baguettes.                                                         ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,20,1,taxable,"Catalog, Search",1550,1550,,,the-abstract-orb-earring,,,,/u/n/untitled-1_1_14.jpg,,/u/n/untitled-1_1_14.jpg,,/u/n/untitled-1_1_14.jpg,,/u/n/untitled-1_1_14.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8811-min.jpg,/k/b/kbi_8811-min.jpg,/u/n/untitled-1_1_14.jpg",",,,",,,,,,,,,,,
EE027,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Empyrean Earring,Empyrean earring speaks with volume features fancy trillient crystal and black swarovski with raw like pearl and multi color glass beads.                                              ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,50,1,taxable,"Catalog, Search",7599,7599,,,empyrean-earring,,,,/u/n/untitled-1_2.jpg,,/u/n/untitled-1_2.jpg,,/u/n/untitled-1_2.jpg,,/u/n/untitled-1_2.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_2.jpg,/u/n/untitled-1_2.jpg,/i/m/img_9729e-min_1.jpg",",,,",,,,,,,,,,,
EE028,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Dovetail Earring,"Geometrical shapes arranged in a simple format making it suitable for any occation .Product features crystal,gold stones  ,raw like pearl                                                                       ",<ul><li>Plating- Electroplated Rose Gold                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,65,1,taxable,"Catalog, Search",2999,2999,,,dovetail-earring,,,,/u/n/untitled-1_2_1.jpg,,/u/n/untitled-1_2_1.jpg,,/u/n/untitled-1_2_1.jpg,,/u/n/untitled-1_2_1.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/e/e/ee0037_2_-min_1.jpg,/e/e/ee0037_2_-min_1.jpg,/e/e/ee0037-min_1.jpg,/i/m/img_9838e-min_1.jpg,/u/n/untitled-1_2_1.jpg",",,,,,,,",,,,,,,,,,,
EE029,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The Mecer Earring,Gunmetal plated earrings featurs grey and crystal stone with metal ball chain arranged just like swing.                                ,<ul><li>   Plating- Electroplated Gunmetal                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,82,1,taxable,"Catalog, Search",1650,1650,,,the-mecer-earring,,,,/u/n/untitled-1_2_2.jpg,,/u/n/untitled-1_2_2.jpg,,/u/n/untitled-1_2_2.jpg,,/u/n/untitled-1_2_2.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_4780e-min_1.jpg,/i/m/img_4780e-min_1.jpg,/u/n/untitled-1_2_2.jpg,/i/m/img_4775e-min.jpg",",,,,,",,,,,,,,,,,
EE030,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The De La Leche Earring,Handcrafted earrings in rose gold plating features cone at the centre with crystal marquise combine with opaque glass beads.                                      ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,34,1,taxable,"Catalog, Search",2290,2290,,,the-de-la-leche-earring,,,,/u/n/untitled-1_2_3.jpg,,/u/n/untitled-1_2_3.jpg,,/u/n/untitled-1_2_3.jpg,,/u/n/untitled-1_2_3.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8803-min.jpg,/k/b/kbi_8803-min.jpg,/u/n/untitled-1_2_3.jpg",",,,",,,,,,,,,,,
EE031,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Chain Tessel Earring,"Mesh round earring has two mesh structure arranged in different lengths, hanging in half a round sheet with crystal and grey stone.                                   ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,24,1,taxable,"Catalog, Search",1950,1950,,,chain-tessel-earring,,,,/u/n/untitled-1_2_4.jpg,,/u/n/untitled-1_2_4.jpg,,/u/n/untitled-1_2_4.jpg,,/u/n/untitled-1_2_4.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_4794e-min_1.jpg,/i/m/img_4794e-min_1.jpg,/i/m/img_4800e-min_1.jpg,/i/m/img_9964e-min-min.jpg,/u/n/untitled-1_2_4.jpg",",,,,,,,",,,,,,,,,,,
EE032,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Layed square Earring,Geometrical shapes arranged in a simple format making it suitable for any occation .,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,38,1,taxable,"Catalog, Search",1050,1050,,,layed-square-earring,,,,/u/n/untitled-1_2_5.jpg,,/u/n/untitled-1_2_5.jpg,,/u/n/untitled-1_2_5.jpg,,/u/n/untitled-1_2_5.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9923e-min_1.jpg,/i/m/img_9923e-min_1.jpg,/u/n/untitled-1_2_5.jpg",",,,",,,,,,,,,,,
EE033,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Enmesh  Ring Earring,Handcrafted earrings in rose gold plating features tangled metal rings with crystal and grey stones.                                                                                                           ,<ul><li>Plating- Electroplated R ose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",2099,2099,,,enmesh-ring-earring,,,,/u/n/untitled-1_2_6.jpg,,/u/n/untitled-1_2_6.jpg,,/u/n/untitled-1_2_6.jpg,,/u/n/untitled-1_2_6.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9889e-min-min.jpg,/i/m/img_9889e-min-min.jpg,/k/b/kbi_8790-min.jpg,/k/b/kbi_8794-min.jpg,/u/n/untitled-1_2_6.jpg",",,,,,,,",,,,,,,,,,,
EE034,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Enmesh Tube Earring,"Handcrafted with rose gold plating ,this enmesh tube earring features crystal square ,baguette stone.                                                                                              ",<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,16,1,taxable,"Catalog, Search",1500,1500,,,enmesh-tube-earring,,,,/u/n/untitled-1_2_7.jpg,,/u/n/untitled-1_2_7.jpg,,/u/n/untitled-1_2_7.jpg,,/u/n/untitled-1_2_7.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8775-min.jpg,/k/b/kbi_8775-min.jpg,/u/n/untitled-1_2_7.jpg",",,,",,,,,,,,,,,
EE035,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Asymmetrical Baguette Earring ,This rose gold minimlistic earring features olive and crystal baguette stone in half circle.                                                   ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",1850,1850,,,asymmetrical-baguette-earring,,,,/u/n/untitled-1_2_8.jpg,,/u/n/untitled-1_2_8.jpg,,/u/n/untitled-1_2_8.jpg,,/u/n/untitled-1_2_8.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8783-min.jpg,/k/b/kbi_8783-min.jpg,/k/b/kbi_8788-min.jpg,/u/n/untitled-1_2_8.jpg",",,,,,",,,,,,,,,,,
EE036,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Labyrinthine Earring,"Handcrafted in our studio with rose gold plating is embellished grey , crystal stone and grey glass beads.                                                                                                                         ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>,80,1,taxable,"Catalog, Search",2850,2850,,,labyrinthine-earring,,,,/u/n/untitled-1_2_9.jpg,,/u/n/untitled-1_2_9.jpg,,/u/n/untitled-1_2_9.jpg,,/u/n/untitled-1_2_9.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_2_9.jpg,/u/n/untitled-1_2_9.jpg,/_/m/_m4a9871e-min_1.jpg,/i/m/img_4543e-min_1.jpg",",,,,,",,,,,,,,,,,
EE037,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Agrarian Rope and Shell Earring,"Agrarian rope and shell earring hand Embroided in our studio . this statement pair has wooden beads, sea shells, and thin rope.                                ",<ul><li>Plating- Electroplated Rose gold.                                                                                                </li><li>Stone- Glass bead</li></ul>,45,1,taxable,"Catalog, Search",2350,2350,,,agrarian-rope-and-shell-earring,,,,/u/n/untitled-1_2_10.jpg,,/u/n/untitled-1_2_10.jpg,,/u/n/untitled-1_2_10.jpg,,/u/n/untitled-1_2_10.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_2_10.jpg,/u/n/untitled-1_2_10.jpg,/_/m/_m4a0144e-min.jpg,/i/m/img_4765e-min_2.jpg,/i/m/img_4766e-min_2.jpg",",,,,,,,",,,,,,,,,,,
EE038,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Littoral Shell Earring,"Littoral Shell earring hand Embroided in our studio . this statement pair has mother of pearl wooden beads, sea shells, and tassel                                                                                               ",<ul><li>Plating- Electroplated Rose gold.                                   </li><li>Stone- Glass bead</li></ul>,70,1,taxable,"Catalog, Search",2100,2100,,,littoral-shell-earring,,,,,,,,,,,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/u/n/untitled-1_2_11.jpg,,,,,,,,,,,,
EE039,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Drifted Fringe Earring,"Drifted Fringe Earring handcrafted in our studio ,features letterd olice, cockle shell and wooden beads like fringes                                                                                           ",<ul><li>Plating- Electroplated Rose gold.                                     </li><li>Stone- Glass bead</li></ul>,65,1,taxable,"Catalog, Search",1849,1849,,,drifted-fringe-earring,,,,/u/n/untitled-1_2_12.jpg,,/u/n/untitled-1_2_12.jpg,,/u/n/untitled-1_2_12.jpg,,/u/n/untitled-1_2_12.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/d/r/drifted_fringe_earring_1_-min_1.jpg,/d/r/drifted_fringe_earring_1_-min_1.jpg,/d/r/drifted_fringe_earring-min_1.jpg,/u/n/untitled-1_2_12.jpg",",,,,,",,,,,,,,,,,
EE040,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Anteplaya shell earring,"Anteplaya shell earring hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                                                                                              ",<ul><li>Plating- Electroplated Rose gold.                                                                  </li><li>Stone- Glass bead</li></ul>,75,1,taxable,"Catalog, Search",2499,2499,,,anteplaya-shell-earring,,,,/u/n/untitled-1_2_13.jpg,,/u/n/untitled-1_2_13.jpg,,/u/n/untitled-1_2_13.jpg,,/u/n/untitled-1_2_13.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/a/n/anteplaya_shell_earring_1_-min_1.jpg,/a/n/anteplaya_shell_earring_1_-min_1.jpg,/a/n/anteplaya_shell_earring-min_1.jpg,/u/n/untitled-1_2_13.jpg",",,,,,",,,,,,,,,,,
EN001,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Antique Stipule Necklace,"Handcrafted in antique gold plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                         ",<ul><li> Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,380,1,taxable,"Catalog, Search",12500,12500,,,antique-stipule-necklace,,,,/u/n/untitled-1_4.jpg,,/u/n/untitled-1_4.jpg,,/u/n/untitled-1_4.jpg,,/u/n/untitled-1_4.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9342e-min_1.jpg,/i/m/img_9342e-min_1.jpg,/i/m/img_9347e-min_2.jpg,/u/n/untitled-1_4.jpg",",,,,,",/u/n/untitled-1_4.jpg,,,,,,,,,,
EN002,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Grey Anemone Necklace,"Grey anemone necklace is entirely hand embroided features silver plating, has crystal stone with grey feathers enhaces the look of a product .                                                                                                         ",<ul><li>Plating- Electroplated Silver                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,320,1,taxable,"Catalog, Search",9850,9850,,,grey-anemone-necklace,,,,/u/n/untitled-1_4_1.jpg,,/u/n/untitled-1_4_1.jpg,,/u/n/untitled-1_4_1.jpg,,/u/n/untitled-1_4_1.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9207e-min.jpg,/i/m/img_9207e-min.jpg,/i/m/img_9226e-min.jpg,/u/n/untitled-1_4_1.jpg",",,,,,",/u/n/untitled-1_4_1.jpg,,,,,,,,,,
EN003,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Eliferous Necklace,"This eliferous necklace is crafted in our studio featuring the logo resonates with bold and dramatic eliferous vibe, having combination of pink, grey and crystal stones with rose gold chain tassels behind the logo make it unique and classic.                                                                                                            ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,160,1,taxable,"Catalog, Search",5250,5250,,,eliferous-necklace,,,,/u/n/untitled-1_4_2.jpg,,/u/n/untitled-1_4_2.jpg,,/u/n/untitled-1_4_2.jpg,,/u/n/untitled-1_4_2.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0556ejpge-min.jpg,/_/m/_m4a0556ejpge-min.jpg,/_/m/_m4a0557ee-min.jpg,/_/m/_m4a0559ee-min.jpg,/u/n/untitled-1_4_2.jpg",",,,,,,,",/u/n/untitled-1_4_2.jpg,,,,,,,,,,
EN004,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Dingy Pearl Necklace,"Rose gold necklace is an iconic statement piece, Handcrafted in rose gold plating , features smoky pearls and grey stone.      ",<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>,334,1,taxable,"Catalog, Search",7249,7249,,,dingy-pearl-necklace,,,,/u/n/untitled-1_4_3.jpg,,/u/n/untitled-1_4_3.jpg,,/u/n/untitled-1_4_3.jpg,,/u/n/untitled-1_4_3.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9673e-min_1.jpg,/i/m/img_9673e-min_1.jpg,/i/m/img_9680e-min.jpg,/i/m/img_9688e-min_1.jpg,/u/n/untitled-1_4_3.jpg",",,,,,,,",/u/n/untitled-1_4_3.jpg,,,,,,,,,,
EN005,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Mangled Necklace,"The mangled necklace features a blend of contemporary elements, twisted snake chain with fancy swarovski stone at the centre.",<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>,262,1,taxable,"Catalog, Search",11550,11550,,,mangled-necklace,,,,/u/n/untitled-1_4_4.jpg,,/u/n/untitled-1_4_4.jpg,,/u/n/untitled-1_4_4.jpg,,/u/n/untitled-1_4_4.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0150e-min.jpg,/_/m/_m4a0150e-min.jpg,/_/m/_m4a0153e-min.jpg,/_/m/_m4a0177e-min.jpg,/_/m/_m4a0180e-min.jpg,/u/n/untitled-1_4_4.jpg",",,,,,,,,,",/u/n/untitled-1_4_4.jpg,,,,,,,,,,
EN006,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Pearl Paradise Necklace,Handcrafted in rose gold plating necklace features floral motif with raw like pearl has another layer of fresh water pearl.    ,<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>,334,1,taxable,"Catalog, Search",9950,9950,,,pearl-paradise-necklace,,,,/u/n/untitled-1_4_5.jpg,,/u/n/untitled-1_4_5.jpg,,/u/n/untitled-1_4_5.jpg,,/u/n/untitled-1_4_5.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a9756e-min.jpg,/_/m/_m4a9756e-min.jpg,/_/m/_m4a9757e-min_1.jpg,/_/m/_m4a9758e-min.jpg,/_/m/_m4a9777e-min_1.jpg,/_/m/_m4a9778e-min.jpg,/u/n/untitled-1_4_5.jpg",",,,,,,,,,,,",/u/n/untitled-1_4_5.jpg,,,,,,,,,,
EN007,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Abstract Geometry Necklace,Abstract geometry nacklace has grometric wire frames and animal foiled metal sheet in rose gold plating with grey stone and glass bead embellishment.                                                                        ,<ul><li>Plating- Electroplate Rose gold                                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,120,1,taxable,"Catalog, Search",3750,3750,,,abstract-geometry-necklace,,,,/u/n/untitled-1_4_6.jpg,,/u/n/untitled-1_4_6.jpg,,/u/n/untitled-1_4_6.jpg,,/u/n/untitled-1_4_6.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9710e-min.jpg,/i/m/img_9710e-min.jpg,/u/n/untitled-1_4_6.jpg",",,,",/u/n/untitled-1_4_6.jpg,,,,,,,,,,
EN008,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Labyrinthine Necklace,Handcrafted in our studio with rose gold plating is embellished with fresh water pearl and grey glass beads.                                         ,<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>,130,1,taxable,"Catalog, Search",4999,4999,,,labyrinthine-necklace,,,,/u/n/untitled-1_4_7.jpg,,/u/n/untitled-1_4_7.jpg,,/u/n/untitled-1_4_7.jpg,,/u/n/untitled-1_4_7.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_9670e-min.jpg,/i/m/img_9670e-min.jpg,/i/m/img_9671e-min.jpg,/u/n/untitled-1_4_7.jpg",",,,,,",/u/n/untitled-1_4_7.jpg,,,,,,,,,,
EN009,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Abstract Hana Necklace,Handcrafted necklace in rose gold plating  features abstract floral pattern with glass beads and multi color stone.                              ,<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>,120,1,taxable,"Catalog, Search",5299,5299,,,abstract-hana-necklace,,,,/u/n/untitled-1_4_8.jpg,,/u/n/untitled-1_4_8.jpg,,/u/n/untitled-1_4_8.jpg,,/u/n/untitled-1_4_8.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0448e-min.jpg,/_/m/_m4a0448e-min.jpg,/_/m/_m4a0449e-min.jpg,/_/m/_m4a0451e-min.jpg,/_/m/_m4a0466e-min_1.jpg,/_/m/_m4a0478e-min_1_1.jpg,/u/n/untitled-1_4_8.jpg",",,,,,,,,,,,",/u/n/untitled-1_4_8.jpg,,,,,,,,,,
EN010,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Asymmetric Paradise Necklace,Hand embroided silver necklace has half fresh water pearl and half crystal stone embalishment with dangled pearl.                ,<ul><li>Plating- Electroplated Silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,210,1,taxable,"Catalog, Search",4350,4350,,,asymmetric-paradise-necklace,,,,/u/n/untitled-1_4_9.jpg,,/u/n/untitled-1_4_9.jpg,,/u/n/untitled-1_4_9.jpg,,/u/n/untitled-1_4_9.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_1591e-min.jpg,/i/m/img_1591e-min.jpg,/i/m/img_1594e-min.jpg,/u/n/untitled-1_4_9.jpg",",,,,,",/u/n/untitled-1_4_9.jpg,,,,,,,,,,
EN011,,Default,simple,"Neckpiece,Default Category/Shop,Default Category/Shop/Neckpiece,Neckpiece",base,Gunmetal Stipule Necklace,"Handcrafted in gunmetal plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                                                                                        ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,765,1,taxable,"Catalog, Search",18500,18500,,,gunmetal-stipule-necklace,,,,/u/n/untitled-1_4_10.jpg,,/u/n/untitled-1_4_10.jpg,,/u/n/untitled-1_4_10.jpg,,/u/n/untitled-1_4_10.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0659e-min.jpg,/_/m/_m4a0659e-min.jpg,/_/m/_m4a0663e-min.jpg,/_/m/_m4a0678e-min.jpg,/u/n/untitled-1_4_10.jpg",",,,,,,,",/u/n/untitled-1_4_10.jpg,,,,,,,,,,
