sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,key_feature_1,key_feature_2,short_description,color,length,width,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
EN010,,Default,simple,Neckpiece,base,Asymmetric Paradise Necklace,Hand embroided silver necklace has half fresh water pearl and half crystal stone embalishment with dangled pearl.                ,Plating- Electroplated Silver                                                        ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,Silver,290,165,210,1,taxable,"Catalog, Search",4350,,,,Asymmetric Paradise Necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN011,,Default,simple,Neckpiece,base,Gunmetal Stipule Necklace,"Handcrafted in gunmetal plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                                                                                        ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,360,500,765,1,taxable,"Catalog, Search",18500,,,,Gunmetal Stipule Necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN012,,Default,simple,Neckpiece,base,Crystal and Pearls Tassel Nacklace,"Rose gold plated necklace is embellished with cultured pearl, crystal stones and beautiful leaves at the centre , has chain and glass pipe  tassels                                                                                                   ",Plating- Electroplated Rose gold                                                              ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,5550,240,420,1,taxable,"Catalog, Search",10550,,,,Crystal and Pearls Tassel Nacklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN013,,Default,simple,Neckpiece,base,Efflorescent Necklace,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features gush of metal leaves and flower with grey stone.                                                      ",    Plating- Electroplated Rose gold                                                         ,Stone-Faceted Foiled Stone,<ul><li>    Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,320,320,310,1,taxable,"Catalog, Search",11950,,,,Efflorescent Necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN014,,Default,simple,Neckpiece,base,"Crystal and Pearls Chain Tassel Nacklace
","Rose gold plated necklace is embellished features, crystal stones and beautiful dangling round stone at the bottom with loop chain tassel.                                                                                                 ",Plating- Electroplated Rose gold                                                              ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,425,160,345,1,taxable,"Catalog, Search",9999,,,,"Crystal and Pearls Chain Tassel Nacklace
",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN015,,Default,simple,Neckpiece,base,Enmesh Pearl Earring,"A beautifully handcrafted necklace features fresh water pearl and rose gold chain in layers, starting from neck to mid riff.                 ",Plating- Electroplated Rose gold.                                                             ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,500,540,500,1,taxable,"Catalog, Search",12500,,,,Enmesh Pearl Earring,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN016,,Default,simple,Neckpiece,base,Chain Lariat Nacklace,"Chain Lariat Nacklace handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                                                               ",Plating- Electroplated Rose gold.                                                             ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,590,490,540,1,taxable,"Catalog, Search",7500,,,,Chain Lariat Nacklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN017,,Default,simple,Neckpiece,base,Classic Pearl necklace,"A beautifully handcrafted necklace features fresh water pearl,crystal stone and rose gold chains,                                      ",Plating- Electroplated Rose gold.                                                             ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,500,70,95,1,taxable,"Catalog, Search",3849,,,,Classic Pearl necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN018,,Default,simple,Neckpiece,base,Ternary Lines necklace,"Ternary Lines necklace handcrafted necklace features fresh water pearl,crystal stone and a ring with three straight line on the top of it.                                                                                                                ",Plating- Electroplated Rose gold.                                                             ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,400,80,80,1,taxable,"Catalog, Search",3450,,,,Ternary Lines necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN019,,Default,simple,Neckpiece,base,The black paradise choker,"Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,270,60,100,1,taxable,"Catalog, Search",5250,,,,The black paradise choker,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN020,,Default,simple,Neckpiece,base,Anteplaya shell necklace,"Anteplaya shell neckpiece hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                     ",Plating- Electroplated Rose gold.                                                                                                                                                                                                     ,Stone- Glass bead                      ,<ul><li>Plating- Electroplated Rose gold.                                                                                                                                                                                                     </li><li>Stone- Glass bead                      </li></ul>,Rose gold,320,130,255,1,taxable,"Catalog, Search",4150,,,,Anteplaya shell necklace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC001,,Default,simple,Earcuff,base,Pearl And Pikes Earcuff,"This handcrafted piece in antique gold, features raw like pearls, grey stone and plastic antique gold spikes.                                                                                                 ",Plating- Electroplated Antique gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Antique gold,130,70,1120,1,taxable,"Catalog, Search",2100,,,,Pearl And Pikes Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC002,,Default,simple,Earcuff,base,Crystal Abanar Earcuff,Crystal abanar earcuff hand Embroided in our studio . this statement pair has crystal stone and silver  rectangular sequins.                                                                                  ,Plating- Electroplated Silver                                               ,Stone-Faceted Foiled  Stone,<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,Silver,110,75,80,1,taxable,"Catalog, Search",1650,,,,Crystal Abanar Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC003,,Default,simple,Earcuff,base,Silver Estetico Earcuff,"Silver Estetico Earcuff hand Embroided in our studio, has crystal stone andfreash water pearls.                                                                                  ",Plating- Electroplated Silver                                               ,Stone-Faceted Foiled  Stone,<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,Silver,100,60,50,1,taxable,"Catalog, Search",2199,,,,Silver Estetico Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC004,,Default,simple,Earcuff,base,Chic Kundan Earcuff,Handcrafted in rose gold plating earcuff features brown  and crystal kundan with crystal stone.                              ,Plating- Electroplated Rose gold                                               ,"Stone-Faceted Foiled Stone , Kundan","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone , Kundan</li></ul>",Rose gold,80,70,90,1,taxable,"Catalog, Search",2099,,,,Chic Kundan Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC005,,Default,simple,Earcuff,base,Silver Estetico Tassel Earcuff,"Silver Estetico tassel Earcuff hand Embroided in our studio, has crystal stone and freash water pearls has silver chain tassels.                                                                                  ",Plating- Electroplated Silver                                               ,Stone-Faceted Foiled  Stone,<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,Silver,190,40,70,1,taxable,"Catalog, Search",2895,,,,Silver Estetico Tassel Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC006,,Default,simple,Earcuff,base,Abstract Grey Paradise,Abstract Grey Paradise earcuff has circular triangular wire frame with grey glass beads.                                                                                 ,Plating- Electroplated Rose gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,120,12,90,1,taxable,"Catalog, Search",1990,,,,Abstract Grey Paradise,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC007,,Default,simple,Earcuff,base,Enthral Rose Gold earcuff,"Enthral Rose Gold earcuff  hand Embroided in our studio . this statement pair has crystal,grey , golden stone and wire frame.                                                                                                ",Plating- Electroplated Rose gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,140,90,70,1,taxable,"Catalog, Search",2750,,,,Enthral Rose Gold earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC008,,Default,simple,Earcuff,base,Littoral Shell Earcuff,"Littoral Shell earring hand Embroided in our studio . this statement pair has nutmeg, cockle shell and fresh water pearl .                                                                                                     ",Plating- Electroplated Rose gold                                               ,Stone- Glass bead,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone- Glass bead</li></ul>,Rose gold,11,11,28,1,taxable,"Catalog, Search",1899,,,,Littoral Shell Earcuff,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC009,,Default,simple,Earcuff,base,Triangulo Earring,The triangulo earring hand Embroided in our studio . this statement pair has multicolor stone and 3d triangular sequins                                                         ,Plating- Electroplated Rose gold                                               ,Stone-Faceted Foiled  Stone,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,Rose gold,130,120,134,1,taxable,"Catalog, Search",2490,,,,Triangulo Earring,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER001,,Default,simple,Ring,base,Funnel Drop Crystal Ring,Handcrafted ring in rose gold plating features cone at the centre with crystal marquise combine.                                      ,Plating- Electroplated Rose gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Adujustable,50,1120,14,1,taxable,"Catalog, Search",1299,,,,Funnel Drop Crystal Ring,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER002,,Default,simple,Ring,base,Enmesh Ring,This handcrafted rose gold finish ring features tube ring wrapped with chain has opaque milky and grey glass beads in claw like shape .                                                                        ,Plating- Electroplated Rose gold                                               ,Stone-Glass bead,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>,Adujustable,60,80,26,1,taxable,"Catalog, Search",1299,,,,Enmesh Ring,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER003,,Default,simple,Ring,base,Enmesh Double Ring,This handcrafted rose gold finish ring features bent tube has opaque milky and grey glass beads in claw like shape .                                                                        ,Plating- Electroplated Rose gold                                               ,Stone-Glass bead,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>,Adujustable,80,50,40,1,taxable,"Catalog, Search",1499,,,,Enmesh Double Ring,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD001,,Default,simple,Body jewelry,base,Antique Love Body Jewelry,"Handcrafted in antique gold plating body jewelry, features different type of chains with grey stone.                                                   ",Plating- Electroplated Antique gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Antique gold,590,90,818,1,taxable,"Catalog, Search",10500,,,,Antique Love Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD002,,Default,simple,Body jewelry,base,Embroil String Body Jewelry,"Embroil String Body Jewelry handcrafted in antique gold plating, features different  type of chains with grey stone and raw like pearl.                                                ",Plating- Electroplated Antique gold                                               ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,Antique gold,650,70,950,1,taxable,"Catalog, Search",15999,,,,Embroil String Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD003,,Default,simple,Body jewelry,base,Majestic Hex Body Jewely,"Majestic hex body jewelry has hexagon and triangular shape embellish with glass pipe , grey stone and pearl chain in antique gold finish.                 ",Plating- Electroplated Antique gold                                               ,Stone-Faceted Foiled Stone           ,<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone           </li></ul>,Antique gold,490,90,270,1,taxable,"Catalog, Search",8999,,,,Majestic Hex Body Jewely,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD004,,Default,simple,Body jewelry,base,Antique Metallic Jacket ,Handcrafted in antique gold plating body jewelry has   metallic tassel with chain tassel.                                                                                                       ,Plating- Electroplated Antique gold                                                     ,,<ul><li>Plating- Electroplated Antique gold                                                     </li><li></li></ul>,Antique gold,550,70,3212,1,taxable,"Catalog, Search",19950,,,,Antique Metallic Jacket ,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD005,,Default,simple,Body jewelry,base,Vintage Armor Shoulder Body Jewelry,"Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with tassel .                                                                                                                  ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,240,28,483,1,taxable,"Catalog, Search",14500,,,,Vintage Armor Shoulder Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD006,,Default,simple,Body jewelry,base,Vintage Armor Criss Cross Body Jewelry ,"Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with  criss cross front and back chain loop .                                                                                                                  ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,660,134,1800,1,taxable,"Catalog, Search",20099,,,,Vintage Armor Criss Cross Body Jewelry ,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD007,,Default,simple,Body jewelry,base,Exquisite Vintage Crystal Pearl Body Jewelry,"Gunmetal statement piece with eye catching embellishment with crystal, grey stone and fresh water pearl.                                                                                                              ",Plating- Electroplated Gunmetal                                           ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>,silver,550,25,560,1,taxable,"Catalog, Search",9850,,,,Exquisite Vintage Crystal Pearl Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD008,,Default,simple,Body jewelry,base,Royal Ehtereal Gunmetal Body Jewelry,"Handcrafted in gunmetal plating  features metallic flower , greystone shoulder with criss cross front back chain loop.                                                                                                                   ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,640,60,1390,1,taxable,"Catalog, Search",11500,,,,Royal Ehtereal Gunmetal Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD009,,Default,simple,Body jewelry,base,Love For Rose Gold Shoulder Body Jewelry,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",Plating- Electroplated Rose gold                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,470,35,452,1,taxable,"Catalog, Search",7500,,,,Love For Rose Gold Shoulder Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD010,,Default,simple,Body jewelry,base,Star Paraiso Shoulder Body Jewelry,"Hand embroided in silver plating , has petal shape features crystal and fresh water pearl.                                                          ",Plating- Electroplated silver                                                        ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,Silver,330,380,546,1,taxable,"Catalog, Search",7599,,,,Star Paraiso Shoulder Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD011,,Default,simple,Body jewelry,base,Tetrad Crystal Foot Harness,"Tetrad Crystal Foot Harness hand embroided in silver plating ,  features crystal, grey stones and tassel chain.                                                                                                           ",Plating- Electroplated silver                                                        ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,Silver,290,400,320,1,taxable,"Catalog, Search",13550,,,,Tetrad Crystal Foot Harness,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD012,,Default,simple,Body jewelry,base,Fleur-De-Lis Shoulder Jacket,"Fleur-De-Lis Shoulder Jacket is a statement piece with eye catching embellishment with crystal, grey stone and meta petal.                                                                                                              ",Plating- Electroplated Gunmetal                                           ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,490,100,840,1,taxable,"Catalog, Search",15999,,,,Fleur-De-Lis Shoulder Jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD013,,Default,simple,Body jewelry,base, The Roseate Body Jewelry ,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",Plating- Electroplated Rose gold                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,550,410,192,1,taxable,"Catalog, Search",7200,,,, The Roseate Body Jewelry ,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD014,,Default,simple,Body jewelry,base,Crystal Criss Cross Body Jewelry,"Handcrafted in silver plating, has two embroided patch features chain , fresh water pearl , grey crystal stone with tassel .                                                                                                                  ",Plating- Electroplated silver gold                                                       ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated silver gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,silver,450,230,410,1,taxable,"Catalog, Search",8199,,,,Crystal Criss Cross Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD015,,Default,simple,Body jewelry,base,Elegante Pearl Shoulder Body Jewelry,"Handcrafted in antique goldplating, has two layers  features  metallic leaves ,freash water pearl , spikes , grey crystal stone with tassel .                                                                                                                  ",Plating- Electroplated antique gold                                                       ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated antique gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,Antique gold,640,320,1380,1,taxable,"Catalog, Search",18299,,,,Elegante Pearl Shoulder Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD016,,Default,simple,Body jewelry,base,Black Paradise Body Jewelry,"Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,920,25,1500,1,taxable,"Catalog, Search",20000,,,,Black Paradise Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD018,,Default,simple,Body jewelry,base,Multi Layer Backdrop Body Jewelry,"Handcrafted in gunmetal plating  features floral forms with heavy back part , with black  and crystal stone.                                                                                                                  ",Plating- Electroplated gunmetal                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Gunmetal,550,160,580,1,taxable,"Catalog, Search",11550,,,,Multi Layer Backdrop Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD019,,Default,simple,Body jewelry,base,Pearl In Vain Body Jewelry,"A beautifully handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                         ",Plating- Electroplated Rose gold.                                                             ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,590,160,950,1,taxable,"Catalog, Search",8500,,,,Pearl In Vain Body Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD020,,Default,simple,Body jewelry,base,Swing Like ChainBody Jewelry,Silver plated featurs grey and crystal stone with metal ball chain arranged just like swing.                                         ,Plating- Electroplated Silver,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Silver</li><li>Stone-Faceted Foiled Stone</li></ul>,Silver,350,680,280,1,taxable,"Catalog, Search",8449,,,,Swing Like ChainBody Jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBD021,,Default,simple,Body jewelry,base,Waterfall body jewelry,"Handcrafted in rose gold plating, inspired from  nature, features chain loop,  falling chain with crystal and pink  stone.                                                          ",Plating- Electroplated Rose gold                                                         ,Stone-Faceted Foiled Stone,<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,Rose gold,680,290,390,1,taxable,"Catalog, Search",7799,,,,Waterfall body jewelry,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG001,,Default,simple,Garment,base,Dreamy Pink  Bow Crop top,Pink bow with heavy sequence stone and pipe embalishment,,,<ul><li></li><li></li></ul>,Pink,0,0,0,1,taxable,"Catalog, Search",4000,,,,Dreamy Pink  Bow Crop top,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG002,,Default,simple,Garment,base,Teal Embalish Crop Top,Teal green abstract embalishment ,,,<ul><li></li><li></li></ul>,Teal,0,0,0,1,taxable,"Catalog, Search",3000,,,,Teal Embalish Crop Top,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG003,,Default,simple,Garment,base,Embalish Patch Grey Denim Jacket,abstract arrangement of stone and sequence in grey touch,,,<ul><li></li><li></li></ul>,Grey,0,0,0,1,taxable,"Catalog, Search",3000,,,,Embalish Patch Grey Denim Jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG004,,Default,simple,Garment,base,Rose Gold Embalish Jacket,Rose gold finish metal embalishment ,,,<ul><li></li><li></li></ul>,Rose Gold,0,0,0,1,taxable,"Catalog, Search",4000,,,,Rose Gold Embalish Jacket,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG005,,Default,simple,Garment,base,Embroided Bodysuit with Green Coat Dress,Green overcoat with heavy 3d embalish bodysuit and belt,,,<ul><li></li><li></li></ul>,Green,0,0,0,1,taxable,"Catalog, Search",3500,,,,Embroided Bodysuit with Green Coat Dress,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG006,,Default,simple,Garment,base,Burgundy Pearl Strips Dress,Burgundy pearl and crystal stone jacket,,,<ul><li></li><li></li></ul>,Burgundy,0,0,0,1,taxable,"Catalog, Search",6000,,,,Burgundy Pearl Strips Dress,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG007,,Default,simple,Garment,base,Brown Dress With Embroided Belt,plain brown short dress with heavy embalish belt,,,<ul><li></li><li></li></ul>,brown,0,0,0,1,taxable,"Catalog, Search",1500,,,,Brown Dress With Embroided Belt,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG008,,Default,simple,Garment,base,Rose Gold Belt Skirt,black skirt with 3 rose gold embalish belt,,,<ul><li></li><li></li></ul>,black,0,0,0,1,taxable,"Catalog, Search",2000,,,,Rose Gold Belt Skirt,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG009,,Default,simple,Garment,base,Pearly Musturd Pant,musturd pent with pearl embalishment,,,<ul><li></li><li></li></ul>,musturd,0,0,0,1,taxable,"Catalog, Search",2000,,,,Pearly Musturd Pant,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
