sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,key_feature_1,key_feature_2,short_description,color,length,width,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,errors
EE035,,default,simple,Earring,base,"Asymmetrical Baguette Earring ","This rose gold minimlistic earring features olive and crystal baguette stone in half circle.                                                   ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",70,20,30,1,taxable,1,1850,,,,"Asymmetrical Baguette Earring  This rose gold minimlistic earring features olive and crystal baguette stone in half circle.                                                   ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EE036,,default,simple,Earring,base,"Labyrinthine Earring","Handcrafted in our studio with rose gold plating is embellished grey , crystal stone and grey glass beads.                                                                                                                         ","Plating- Electroplated Rose gold                                                              ",Stone-Pearl,"<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>","Rose gold",70,140,80,1,taxable,1,2850,,,,"Labyrinthine Earring Handcrafted in our studio with rose gold plating is embellished grey , crystal stone and grey glass beads.                                                                                                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EE037,,default,simple,Earring,base,"Agrarian Rope and Shell Earring","Agrarian rope and shell earring hand Embroided in our studio . this statement pair has wooden beads, sea shells, and thin rope.                                ","Plating- Electroplated Rose gold.                                                                                                ","Stone- Glass bead","<ul><li>Plating- Electroplated Rose gold.                                                                                                </li><li>Stone- Glass bead</li></ul>","Rose gold",150,70,45,1,taxable,1,2350,,,,"Agrarian Rope and Shell Earring Agrarian rope and shell earring hand Embroided in our studio . this statement pair has wooden beads, sea shells, and thin rope.                                ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EE038,,default,simple,Earring,base,"Littoral Shell Earring","Littoral Shell earring hand Embroided in our studio . this statement pair has mother of pearl wooden beads, sea shells, and tassel                                                                                               ","Plating- Electroplated Rose gold.                                   ","Stone- Glass bead","<ul><li>Plating- Electroplated Rose gold.                                   </li><li>Stone- Glass bead</li></ul>","Rose gold",190,60,70,1,taxable,1,2100,,,,"Littoral Shell Earring Littoral Shell earring hand Embroided in our studio . this statement pair has mother of pearl wooden beads, sea shells, and tassel                                                                                               ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EE039,,default,simple,Earring,base,"Drifted Fringe Earring","Drifted Fringe Earring handcrafted in our studio ,features letterd olice, cockle shell and wooden beads like fringes                                                                                           ","Plating- Electroplated Rose gold.                                     ","Stone- Glass bead","<ul><li>Plating- Electroplated Rose gold.                                     </li><li>Stone- Glass bead</li></ul>","Rose gold",130,55,65,1,taxable,1,1849,,,,"Drifted Fringe Earring Drifted Fringe Earring handcrafted in our studio ,features letterd olice, cockle shell and wooden beads like fringes                                                                                           ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EE040,,default,simple,Earring,base,"Anteplaya shell earring","Anteplaya shell earring hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                                                                                              ","Plating- Electroplated Rose gold.                                                                  ","Stone- Glass bead","<ul><li>Plating- Electroplated Rose gold.                                                                  </li><li>Stone- Glass bead</li></ul>","Rose gold",160,50,75,1,taxable,1,2499,,,,"Anteplaya shell earring Anteplaya shell earring hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                                                                                              ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN001,,default,simple,Neckpiece,base,"Antique Stipule Necklace","Handcrafted in antique gold plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                         "," Plating- Electroplated Antique gold                                               ","Stone-Faceted Foiled Stone","<ul><li> Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Antique gold",240,270,380,1,taxable,1,12500,,,,"Antique Stipule Necklace Handcrafted in antique gold plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN002,,default,simple,Neckpiece,base,"Grey Anemone Necklace","Grey anemone necklace is entirely hand embroided features silver plating, has crystal stone with grey feathers enhaces the look of a product .                                                                                                         ","Plating- Electroplated Silver                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Silver                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>",Silver,480,200,320,1,taxable,1,9850,,,,"Grey Anemone Necklace Grey anemone necklace is entirely hand embroided features silver plating, has crystal stone with grey feathers enhaces the look of a product .                                                                                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN003,,default,simple,Neckpiece,base,"Eliferous Necklace","This eliferous necklace is crafted in our studio featuring the logo resonates with bold and dramatic eliferous vibe, having combination of pink, grey and crystal stones with rose gold chain tassels behind the logo make it unique and classic.                                                                                                            ","Plating- Electroplated Rose gold                                                              ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",140,100,160,1,taxable,1,5250,,,,"Eliferous Necklace This eliferous necklace is crafted in our studio featuring the logo resonates with bold and dramatic eliferous vibe, having combination of pink, grey and crystal stones with rose gold chain tassels behind the logo make it unique and classic.                                                                                                            ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN004,,default,simple,Neckpiece,base,"Dingy Pearl Necklace","Rose gold necklace is an iconic statement piece, Handcrafted in rose gold plating , features smoky pearls and grey stone.      ","Plating- Electroplated Rose gold                                                    ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",290,260,334,1,taxable,1,7249,,,,"Dingy Pearl Necklace Rose gold necklace is an iconic statement piece, Handcrafted in rose gold plating , features smoky pearls and grey stone.      ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN005,,default,simple,Neckpiece,base,"Mangled Necklace","The mangled necklace features a blend of contemporary elements, twisted snake chain with fancy swarovski stone at the centre.","Plating- Electroplated Rose gold                                                    ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",500,100,262,1,taxable,1,11550,,,,"Mangled Necklace The mangled necklace features a blend of contemporary elements, twisted snake chain with fancy swarovski stone at the centre.",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN006,,default,simple,Neckpiece,base,"Pearl Paradise Necklace","Handcrafted in rose gold plating necklace features floral motif with raw like pearl has another layer of fresh water pearl.    ","Plating- Electroplated Rose gold                                                     ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",360,200,334,1,taxable,1,9950,,,,"Pearl Paradise Necklace Handcrafted in rose gold plating necklace features floral motif with raw like pearl has another layer of fresh water pearl.    ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN007,,default,simple,Neckpiece,base,"Abstract Geometry Necklace","Abstract geometry nacklace has grometric wire frames and animal foiled metal sheet in rose gold plating with grey stone and glass bead embellishment.                                                                        ","Plating- Electroplate Rose gold                                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplate Rose gold                                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",270,220,120,1,taxable,1,3750,,,,"Abstract Geometry Necklace Abstract geometry nacklace has grometric wire frames and animal foiled metal sheet in rose gold plating with grey stone and glass bead embellishment.                                                                        ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN008,,default,simple,Neckpiece,base,"Labyrinthine Necklace","Handcrafted in our studio with rose gold plating is embellished with fresh water pearl and grey glass beads.                                         ","Plating- Electroplated Rose gold                                                              ",Stone-Pearl,"<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>","Rose gold",150,240,130,1,taxable,1,4999,,,,"Labyrinthine Necklace Handcrafted in our studio with rose gold plating is embellished with fresh water pearl and grey glass beads.                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN009,,default,simple,Neckpiece,base,"Abstract Hana Necklace","Handcrafted necklace in rose gold plating  features abstract floral pattern with glass beads and multi color stone.                              ","Plating- Electroplated Rose gold                                                     ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",280,155,120,1,taxable,1,5299,,,,"Abstract Hana Necklace Handcrafted necklace in rose gold plating  features abstract floral pattern with glass beads and multi color stone.                              ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN010,,default,simple,Neckpiece,base,"Asymmetric Paradise Necklace","Hand embroided silver necklace has half fresh water pearl and half crystal stone embalishment with dangled pearl.                ","Plating- Electroplated Silver                                                        ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>",Silver,290,165,210,1,taxable,1,4350,,,,"Asymmetric Paradise Necklace Hand embroided silver necklace has half fresh water pearl and half crystal stone embalishment with dangled pearl.                ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN011,,default,simple,Neckpiece,base,"Gunmetal Stipule Necklace","Handcrafted in gunmetal plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                                                                                        ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,360,500,765,1,taxable,1,18500,,,,"Gunmetal Stipule Necklace Handcrafted in gunmetal plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                                                                                        ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN012,,default,simple,Neckpiece,base,"Crystal and Pearls Tassel Nacklace","Rose gold plated necklace is embellished with cultured pearl, crystal stones and beautiful leaves at the centre , has chain and glass pipe  tassels                                                                                                   ","Plating- Electroplated Rose gold                                                              ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",5550,240,420,1,taxable,1,10550,,,,"Crystal and Pearls Tassel Nacklace Rose gold plated necklace is embellished with cultured pearl, crystal stones and beautiful leaves at the centre , has chain and glass pipe  tassels                                                                                                   ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN013,,default,simple,Neckpiece,base,"Efflorescent Necklace","Handcrafted in rose gold plating, inspired from artistic forms of nature, features gush of metal leaves and flower with grey stone.                                                      ","    Plating- Electroplated Rose gold                                                         ","Stone-Faceted Foiled Stone","<ul><li>    Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",320,320,310,1,taxable,1,11950,,,,"Efflorescent Necklace Handcrafted in rose gold plating, inspired from artistic forms of nature, features gush of metal leaves and flower with grey stone.                                                      ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN014,,default,simple,Neckpiece,base,"Crystal and Pearls Chain Tassel Nacklace
","Rose gold plated necklace is embellished features, crystal stones and beautiful dangling round stone at the bottom with loop chain tassel.                                                                                                 ","Plating- Electroplated Rose gold                                                              ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",425,160,345,1,taxable,1,9999,,,,"Crystal and Pearls Chain Tassel Nacklace
 Rose gold plated necklace is embellished features, crystal stones and beautiful dangling round stone at the bottom with loop chain tassel.                                                                                                 ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN015,,default,simple,Neckpiece,base,"Enmesh Pearl Earring","A beautifully handcrafted necklace features fresh water pearl and rose gold chain in layers, starting from neck to mid riff.                 ","Plating- Electroplated Rose gold.                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",500,540,500,1,taxable,1,12500,,,,"Enmesh Pearl Earring A beautifully handcrafted necklace features fresh water pearl and rose gold chain in layers, starting from neck to mid riff.                 ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN016,,default,simple,Neckpiece,base,"Chain Lariat Nacklace","Chain Lariat Nacklace handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                                                               ","Plating- Electroplated Rose gold.                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",590,490,540,1,taxable,1,7500,,,,"Chain Lariat Nacklace Chain Lariat Nacklace handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                                                               ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN017,,default,simple,Neckpiece,base,"Classic Pearl necklace","A beautifully handcrafted necklace features fresh water pearl,crystal stone and rose gold chains,                                      ","Plating- Electroplated Rose gold.                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",500,70,95,1,taxable,1,3849,,,,"Classic Pearl necklace A beautifully handcrafted necklace features fresh water pearl,crystal stone and rose gold chains,                                      ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN018,,default,simple,Neckpiece,base,"Ternary Lines necklace","Ternary Lines necklace handcrafted necklace features fresh water pearl,crystal stone and a ring with three straight line on the top of it.                                                                                                                ","Plating- Electroplated Rose gold.                                                             ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",400,80,80,1,taxable,1,3450,,,,"Ternary Lines necklace Ternary Lines necklace handcrafted necklace features fresh water pearl,crystal stone and a ring with three straight line on the top of it.                                                                                                                ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Attribute url_key exceeded max length,Invalid value for Attribute Set column (set doesn't exist?)"
EN019,,default,simple,Neckpiece,base,"The black paradise choker","Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ","Plating- Electroplated gunmetal                                                         ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>",Gunmetal,270,60,100,1,taxable,1,5250,,,,"The black paradise choker Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EN020,,default,simple,Neckpiece,base,"Anteplaya shell necklace","Anteplaya shell neckpiece hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                     ","Plating- Electroplated Rose gold.                                                                                                                                                                                                     ","Stone- Glass bead                      ","<ul><li>Plating- Electroplated Rose gold.                                                                                                                                                                                                     </li><li>Stone- Glass bead                      </li></ul>","Rose gold",320,130,255,1,taxable,1,4150,,,,"Anteplaya shell necklace Anteplaya shell neckpiece hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                     ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC001,,default,simple,Earcuff,base,"Pearl And Pikes Earcuff","This handcrafted piece in antique gold, features raw like pearls, grey stone and plastic antique gold spikes.                                                                                                 ","Plating- Electroplated Antique gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Antique gold",130,70,1120,1,taxable,1,2100,,,,"Pearl And Pikes Earcuff This handcrafted piece in antique gold, features raw like pearls, grey stone and plastic antique gold spikes.                                                                                                 ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC002,,default,simple,Earcuff,base,"Crystal Abanar Earcuff","Crystal abanar earcuff hand Embroided in our studio . this statement pair has crystal stone and silver  rectangular sequins.                                                                                  ","Plating- Electroplated Silver                                               ","Stone-Faceted Foiled  Stone","<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>",Silver,110,75,80,1,taxable,1,1650,,,,"Crystal Abanar Earcuff Crystal abanar earcuff hand Embroided in our studio . this statement pair has crystal stone and silver  rectangular sequins.                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC003,,default,simple,Earcuff,base,"Silver Estetico Earcuff","Silver Estetico Earcuff hand Embroided in our studio, has crystal stone andfreash water pearls.                                                                                  ","Plating- Electroplated Silver                                               ","Stone-Faceted Foiled  Stone","<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>",Silver,100,60,50,1,taxable,1,2199,,,,"Silver Estetico Earcuff Silver Estetico Earcuff hand Embroided in our studio, has crystal stone andfreash water pearls.                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC004,,default,simple,Earcuff,base,"Chic Kundan Earcuff","Handcrafted in rose gold plating earcuff features brown  and crystal kundan with crystal stone.                              ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled Stone , Kundan","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone , Kundan</li></ul>","Rose gold",80,70,90,1,taxable,1,2099,,,,"Chic Kundan Earcuff Handcrafted in rose gold plating earcuff features brown  and crystal kundan with crystal stone.                              ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC005,,default,simple,Earcuff,base,"Silver Estetico Tassel Earcuff","Silver Estetico tassel Earcuff hand Embroided in our studio, has crystal stone and freash water pearls has silver chain tassels.                                                                                  ","Plating- Electroplated Silver                                               ","Stone-Faceted Foiled  Stone","<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>",Silver,190,40,70,1,taxable,1,2895,,,,"Silver Estetico Tassel Earcuff Silver Estetico tassel Earcuff hand Embroided in our studio, has crystal stone and freash water pearls has silver chain tassels.                                                                                  ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'color' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC006,,default,simple,Earcuff,base,"Abstract Grey Paradise","Abstract Grey Paradise earcuff has circular triangular wire frame with grey glass beads.                                                                                 ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",120,12,90,1,taxable,1,1990,,,,"Abstract Grey Paradise Abstract Grey Paradise earcuff has circular triangular wire frame with grey glass beads.                                                                                 ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC007,,default,simple,Earcuff,base,"Enthral Rose Gold earcuff","Enthral Rose Gold earcuff  hand Embroided in our studio . this statement pair has crystal,grey , golden stone and wire frame.                                                                                                ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled Stone","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>","Rose gold",140,90,70,1,taxable,1,2750,,,,"Enthral Rose Gold earcuff Enthral Rose Gold earcuff  hand Embroided in our studio . this statement pair has crystal,grey , golden stone and wire frame.                                                                                                ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC008,,default,simple,Earcuff,base,"Littoral Shell Earcuff","Littoral Shell earring hand Embroided in our studio . this statement pair has nutmeg, cockle shell and fresh water pearl .                                                                                                     ","Plating- Electroplated Rose gold                                               ","Stone- Glass bead","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone- Glass bead</li></ul>","Rose gold",11,11,28,1,taxable,1,1899,,,,"Littoral Shell Earcuff Littoral Shell earring hand Embroided in our studio . this statement pair has nutmeg, cockle shell and fresh water pearl .                                                                                                     ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
EC009,,default,simple,Earcuff,base,"Triangulo Earring","The triangulo earring hand Embroided in our studio . this statement pair has multicolor stone and 3d triangular sequins                                                         ","Plating- Electroplated Rose gold                                               ","Stone-Faceted Foiled  Stone","<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>","Rose gold",130,120,134,1,taxable,1,2490,,,,"Triangulo Earring The triangulo earring hand Embroided in our studio . this statement pair has multicolor stone and 3d triangular sequins                                                         ",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin,Invalid value for Attribute Set column (set doesn't exist?)"
