sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
EN003,,Default,simple,Neckpiece,base,Eliferous Necklace,"This eliferous necklace is crafted in our studio featuring the logo resonates with bold and dramatic eliferous vibe, having combination of pink, grey and crystal stones with rose gold chain tassels behind the logo make it unique and classic.                                                                                                            ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,160,1,taxable,"Catalog, Search",5250,,,,eliferous necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN004,,Default,simple,Neckpiece,base,Dingy Pearl Necklace,"Rose gold necklace is an iconic statement piece, Handcrafted in rose gold plating , features smoky pearls and grey stone.      ",<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>,334,1,taxable,"Catalog, Search",7249,,,,dingy pearl necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN005,,Default,simple,Neckpiece,base,Mangled Necklace,"The mangled necklace features a blend of contemporary elements, twisted snake chain with fancy swarovski stone at the centre.",<ul><li>Plating- Electroplated Rose gold                                                    </li><li>Stone-Faceted Foiled Stone</li></ul>,262,1,taxable,"Catalog, Search",11550,,,,mangled necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN006,,Default,simple,Neckpiece,base,Pearl Paradise Necklace,Handcrafted in rose gold plating necklace features floral motif with raw like pearl has another layer of fresh water pearl.    ,<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>,334,1,taxable,"Catalog, Search",9950,,,,pearl paradise necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN007,,Default,simple,Neckpiece,base,Abstract Geometry Necklace,Abstract geometry nacklace has grometric wire frames and animal foiled metal sheet in rose gold plating with grey stone and glass bead embellishment.                                                                        ,<ul><li>Plating- Electroplate Rose gold                                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,120,1,taxable,"Catalog, Search",3750,,,,abstract geometry necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN008,,Default,simple,Neckpiece,base,Labyrinthine Necklace,Handcrafted in our studio with rose gold plating is embellished with fresh water pearl and grey glass beads.                                         ,<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>,130,1,taxable,"Catalog, Search",4999,,,,labyrinthine necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN009,,Default,simple,Neckpiece,base,Abstract Hana Necklace,Handcrafted necklace in rose gold plating  features abstract floral pattern with glass beads and multi color stone.                              ,<ul><li>Plating- Electroplated Rose gold                                                     </li><li>Stone-Faceted Foiled Stone</li></ul>,120,1,taxable,"Catalog, Search",5299,,,,abstract hana necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN010,,Default,simple,Neckpiece,base,Asymmetric Paradise Necklace,Hand embroided silver necklace has half fresh water pearl and half crystal stone embalishment with dangled pearl.                ,<ul><li>Plating- Electroplated Silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,210,1,taxable,"Catalog, Search",4350,,,,asymmetric paradise necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN011,,Default,simple,Neckpiece,base,Gunmetal Stipule Necklace,"Handcrafted in gunmetal plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                                                                                        ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,765,1,taxable,"Catalog, Search",18500,,,,gunmetal stipule necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN012,,Default,simple,Neckpiece,base,Crystal and Pearls Tassel Nacklace,"Rose gold plated necklace is embellished with cultured pearl, crystal stones and beautiful leaves at the centre , has chain and glass pipe  tassels                                                                                                   ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,420,1,taxable,"Catalog, Search",10550,,,,crystal and pearls tassel nacklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN013,,Default,simple,Neckpiece,base,Efflorescent Necklace,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features gush of metal leaves and flower with grey stone.                                                      ",<ul><li>    Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,310,1,taxable,"Catalog, Search",11950,,,,efflorescent necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN014,,Default,simple,Neckpiece,base,"Crystal and Pearls Chain Tassel Nacklace
","Rose gold plated necklace is embellished features, crystal stones and beautiful dangling round stone at the bottom with loop chain tassel.                                                                                                 ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,345,1,taxable,"Catalog, Search",9999,,,,"crystal and pearls chain tassel nacklace
",,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN015,,Default,simple,Neckpiece,base,Enmesh Pearl Earring,"A beautifully handcrafted necklace features fresh water pearl and rose gold chain in layers, starting from neck to mid riff.                 ",<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,500,1,taxable,"Catalog, Search",12500,,,,enmesh pearl earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN016,,Default,simple,Neckpiece,base,Chain Lariat Nacklace,"Chain Lariat Nacklace handcrafted necklace features fresh water pearl and rose gold chains in layers, starting from neck to mid riff.                                                                                                               ",<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,540,1,taxable,"Catalog, Search",7500,,,,chain lariat nacklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN017,,Default,simple,Neckpiece,base,Classic Pearl necklace,"A beautifully handcrafted necklace features fresh water pearl,crystal stone and rose gold chains,                                      ",<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,95,1,taxable,"Catalog, Search",3849,,,,classic pearl necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN018,,Default,simple,Neckpiece,base,Ternary Lines necklace,"Ternary Lines necklace handcrafted necklace features fresh water pearl,crystal stone and a ring with three straight line on the top of it.                                                                                                                ",<ul><li>Plating- Electroplated Rose gold.                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,80,1,taxable,"Catalog, Search",3450,,,,ternary lines necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN019,,Default,simple,Neckpiece,base,The black paradise choker,"Handcrafted in gunmetal plating  features floral forms with heavy waist part , with black  and crystal stone.                                                                                                                  ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,100,1,taxable,"Catalog, Search",5250,,,,the black paradise choker,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN020,,Default,simple,Neckpiece,base,Anteplaya shell necklace,"Anteplaya shell neckpiece hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                     ",<ul><li>Plating- Electroplated Rose gold.                                                                                                                                                                                                     </li><li>Stone- Glass bead                      </li></ul>,255,1,taxable,"Catalog, Search",4150,,,,anteplaya shell necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC001,,Default,simple,Earcuff,base,Pearl And Pikes Earcuff,"This handcrafted piece in antique gold, features raw like pearls, grey stone and plastic antique gold spikes.                                                                                                 ",<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,1120,1,taxable,"Catalog, Search",2100,,,,pearl and pikes earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC002,,Default,simple,Earcuff,base,Crystal Abanar Earcuff,Crystal abanar earcuff hand Embroided in our studio . this statement pair has crystal stone and silver  rectangular sequins.                                                                                  ,<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,80,1,taxable,"Catalog, Search",1650,,,,crystal abanar earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC003,,Default,simple,Earcuff,base,Silver Estetico Earcuff,"Silver Estetico Earcuff hand Embroided in our studio, has crystal stone andfreash water pearls.                                                                                  ",<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,50,1,taxable,"Catalog, Search",2199,,,,silver estetico earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC004,,Default,simple,Earcuff,base,Chic Kundan Earcuff,Handcrafted in rose gold plating earcuff features brown  and crystal kundan with crystal stone.                              ,"<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone , Kundan</li></ul>",90,1,taxable,"Catalog, Search",2099,,,,chic kundan earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC005,,Default,simple,Earcuff,base,Silver Estetico Tassel Earcuff,"Silver Estetico tassel Earcuff hand Embroided in our studio, has crystal stone and freash water pearls has silver chain tassels.                                                                                  ",<ul><li>Plating- Electroplated Silver                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,70,1,taxable,"Catalog, Search",2895,,,,silver estetico tassel earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC006,,Default,simple,Earcuff,base,Abstract Grey Paradise,Abstract Grey Paradise earcuff has circular triangular wire frame with grey glass beads.                                                                                 ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,90,1,taxable,"Catalog, Search",1990,,,,abstract grey paradise,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC007,,Default,simple,Earcuff,base,Enthral Rose Gold earcuff,"Enthral Rose Gold earcuff  hand Embroided in our studio . this statement pair has crystal,grey , golden stone and wire frame.                                                                                                ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,70,1,taxable,"Catalog, Search",2750,,,,enthral rose gold earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC008,,Default,simple,Earcuff,base,Littoral Shell Earcuff,"Littoral Shell earring hand Embroided in our studio . this statement pair has nutmeg, cockle shell and fresh water pearl .                                                                                                     ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone- Glass bead</li></ul>,28,1,taxable,"Catalog, Search",1899,,,,littoral shell earcuff,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EC009,,Default,simple,Earcuff,base,Triangulo Earring,The triangulo earring hand Embroided in our studio . this statement pair has multicolor stone and 3d triangular sequins                                                         ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled  Stone</li></ul>,134,1,taxable,"Catalog, Search",2490,,,,triangulo earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
ER001,,Default,simple,Ring,base,Funnel Drop Crystal Ring,Handcrafted ring in rose gold plating features cone at the centre with crystal marquise combine.                                      ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,14,1,taxable,"Catalog, Search",1299,,,,funnel drop crystal ring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
ER002,,Default,simple,Ring,base,Enmesh Ring,This handcrafted rose gold finish ring features tube ring wrapped with chain has opaque milky and grey glass beads in claw like shape .                                                                        ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>,26,1,taxable,"Catalog, Search",1299,,,,enmesh ring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
ER003,,Default,simple,Ring,base,Enmesh Double Ring,This handcrafted rose gold finish ring features bent tube has opaque milky and grey glass beads in claw like shape .                                                                        ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Glass bead</li></ul>,40,1,taxable,"Catalog, Search",1499,,,,enmesh double ring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD001,,Default,simple,Body jewelry,base,Antique Love Body Jewelry,"Handcrafted in antique gold plating body jewelry, features different type of chains with grey stone.                                                   ",<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,818,1,taxable,"Catalog, Search",10500,,,,antique love body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD002,,Default,simple,Body jewelry,base,Embroil String Body Jewelry,"Embroil String Body Jewelry handcrafted in antique gold plating, features different  type of chains with grey stone and raw like pearl.                                                ",<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,950,1,taxable,"Catalog, Search",15999,,,,embroil string body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD003,,Default,simple,Body jewelry,base,Majestic Hex Body Jewely,"Majestic hex body jewelry has hexagon and triangular shape embellish with glass pipe , grey stone and pearl chain in antique gold finish.                 ",<ul><li>Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone           </li></ul>,270,1,taxable,"Catalog, Search",8999,,,,majestic hex body jewely,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD004,,Default,simple,Body jewelry,base,Antique Metallic Jacket ,Handcrafted in antique gold plating body jewelry has   metallic tassel with chain tassel.                                                                                                       ,<ul><li>Plating- Electroplated Antique gold                                                     </li><li></li></ul>,3212,1,taxable,"Catalog, Search",19950,,,,antique metallic jacket ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD005,,Default,simple,Body jewelry,base,Vintage Armor Shoulder Body Jewelry,"Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with tassel .                                                                                                                  ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,483,1,taxable,"Catalog, Search",14500,,,,vintage armor shoulder body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD006,,Default,simple,Body jewelry,base,Vintage Armor Criss Cross Body Jewelry ,"Handcrafted in gunmetal plating  features metallic leaves , triangular sequins , spikes , greystone with  criss cross front and back chain loop .                                                                                                                  ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,1800,1,taxable,"Catalog, Search",20099,,,,vintage armor criss cross body jewelry ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD007,,Default,simple,Body jewelry,base,Exquisite Vintage Crystal Pearl Body Jewelry,"Gunmetal statement piece with eye catching embellishment with crystal, grey stone and fresh water pearl.                                                                                                              ",<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>,560,1,taxable,"Catalog, Search",9850,,,,exquisite vintage crystal pearl body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD008,,Default,simple,Body jewelry,base,Royal Ehtereal Gunmetal Body Jewelry,"Handcrafted in gunmetal plating  features metallic flower , greystone shoulder with criss cross front back chain loop.                                                                                                                   ",<ul><li>Plating- Electroplated gunmetal                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,1390,1,taxable,"Catalog, Search",11500,,,,royal ehtereal gunmetal body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD009,,Default,simple,Body jewelry,base,Love For Rose Gold Shoulder Body Jewelry,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,452,1,taxable,"Catalog, Search",7500,,,,love for rose gold shoulder body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD010,,Default,simple,Body jewelry,base,Star Paraiso Shoulder Body Jewelry,"Hand embroided in silver plating , has petal shape features crystal and fresh water pearl.                                                          ",<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,546,1,taxable,"Catalog, Search",7599,,,,star paraiso shoulder body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD011,,Default,simple,Body jewelry,base,Tetrad Crystal Foot Harness,"Tetrad Crystal Foot Harness hand embroided in silver plating ,  features crystal, grey stones and tassel chain.                                                                                                           ",<ul><li>Plating- Electroplated silver                                                        </li><li>Stone-Faceted Foiled Stone</li></ul>,320,1,taxable,"Catalog, Search",13550,,,,tetrad crystal foot harness,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD012,,Default,simple,Body jewelry,base,Fleur-De-Lis Shoulder Jacket,"Fleur-De-Lis Shoulder Jacket is a statement piece with eye catching embellishment with crystal, grey stone and meta petal.                                                                                                              ",<ul><li>Plating- Electroplated Gunmetal                                           </li><li>Stone-Faceted Foiled Stone</li></ul>,840,1,taxable,"Catalog, Search",15999,,,,fleur-de-lis shoulder jacket,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD013,,Default,simple,Body jewelry,base, The Roseate Body Jewelry ,"Handcrafted in rose gold plating, inspired from artistic forms of nature, features chain loop,  floral pattern with crystal and pink  stone.                                                          ",<ul><li>Plating- Electroplated Rose gold                                                         </li><li>Stone-Faceted Foiled Stone</li></ul>,192,1,taxable,"Catalog, Search",7200,,,, the roseate body jewelry ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD014,,Default,simple,Body jewelry,base,Crystal Criss Cross Body Jewelry,"Handcrafted in silver plating, has two embroided patch features chain , fresh water pearl , grey crystal stone with tassel .                                                                                                                  ",<ul><li>Plating- Electroplated silver gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,410,1,taxable,"Catalog, Search",8199,,,,crystal criss cross body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EBD015,,Default,simple,Body jewelry,base,Elegante Pearl Shoulder Body Jewelry,"Handcrafted in antique goldplating, has two layers  features  metallic leaves ,freash water pearl , spikes , grey crystal stone with tassel .                                                                                                                  ",<ul><li>Plating- Electroplated antique gold                                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,1380,1,taxable,"Catalog, Search",18299,,,,elegante pearl shoulder body jewelry,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
